"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","W4Efsd 6","UsdlK","Jn12ke src","ah5Ghc","doJOZc","ah5Ghc 2"
"https://www.google.com/maps/place/Fleximech+Automation+Engineers/data=!4m7!3m6!1s0x3bc2953c5a484d6b:0xe122180df3b859a!8m2!3d18.4495357!4d73.8221878!16s%2Fg%2F11f2xn6gfp!19sChIJa01IWjyVwjsRmoU734AhEg4?authuser=0&hl=en&rclk=1","Fleximech Automation Engineers","4.8","(14)","Manufacturer","·","S.NO.38/1 KHEDEKAR INDUSTRIAL ESTATE NEAR ZEAL COLLEGE, NARHE","Closed","· Opens 8:30 am Tue","","","Directions","","","·","099700 09777","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Automation Solution for material transfer...""","",""
"https://www.google.com/maps/place/Cybernetik+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x3bc2a10015555555:0x71dc09ca80946dc7!8m2!3d18.5031422!4d73.8660525!16s%2Fg%2F1vg_5r3x!19sChIJVVVVFQChwjsRx22UgMoJ3HE?authuser=0&hl=en&rclk=1","Cybernetik Technologies Pvt Ltd","4.6","(11)","Automation company","·","316/5, Village Bhugaon, Ramnadi Paud Road, Mulshi","Closed","· Opens 9 am Tue","https://cybernetik.com/","","Website","","Directions","·","020 6790 9600","","","",""
"https://www.google.com/maps/place/Edifice+Automation+Pvt.+Ltd/data=!4m7!3m6!1s0x3bc2ea61fd2ad6c3:0x99521dcbebcee2af!8m2!3d18.4545922!4d73.8804083!16s%2Fg%2F11h_z8r2rq!19sChIJw9Yq_WHqwjsRr-LO68sdUpk?authuser=0&hl=en&rclk=1","Edifice Automation Pvt. Ltd","5.0","(4)","Automation company","·","6, Sunaya Homes, Kondhwa Rd","Closed","· Opens 9 am Tue","http://edificeautomation.com/","","Website","","Directions","·","099605 88910","","On-site services","","Online appointments"
"https://www.google.com/maps/place/QUARK+AUTOMATION+PVT+LTD/data=!4m7!3m6!1s0x3bc2c74b187aef49:0xf9cf19fec9427b02!8m2!3d18.6653725!4d73.8440596!16s%2Fg%2F11r4gwn_p0!19sChIJSe96GEvHwjsRAntCyf4Zz_k?authuser=0&hl=en&rclk=1","QUARK AUTOMATION PVT LTD","4.6","(26)","Automation company","·","haveli, Gat no 1567, shelar vasti, chikhali, tal, dist","Closed","· Opens 9 am Tue","http://www.quarkautomation.com/","","Website","","Directions","·","083202 78844","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good","","manufacturer"
"https://www.google.com/maps/place/MS-PRG+Automation+Pvt.Ltd./data=!4m7!3m6!1s0x3bc2c99138c02653:0x97b5d2057c0fe98a!8m2!3d18.6688714!4d73.9558971!16s%2Fg%2F11h42phs76!19sChIJUybAOJHJwjsRiukPfAXStZc?authuser=0&hl=en&rclk=1","MS-PRG Automation Pvt.Ltd.","4.9","(34)","Manufacturer","·","·","Closed","· Opens 9 am Tue","https://www.prgautomation.com/index.html","","Website","","Directions","Gat No.229, SH 58, Alandi Road","089566 48782","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service provider in Pune for all","","industrial automation"
"https://www.google.com/maps/place/Sapphier+Automation+%26+Instruments/data=!4m7!3m6!1s0x3bc2b91a3515a3a1:0x83d8cb638d2ce838!8m2!3d18.6402135!4d73.8337294!16s%2Fg%2F11gmj8290b!19sChIJoaMVNRq5wjsROOgsjWPL2IM?authuser=0&hl=en&rclk=1","Sapphier Automation & Instruments","4.8","(43)","Automation company","·","Rajdhani Industrial CO-OP SOCIETY LTD, D-02, EL-31/13","Closed","· Opens 10 am Tue","http://sapphierautomation.com/","","Website","","Directions","·","099234 79808","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best service provider for all industrial automation solution.""","",""
"https://www.google.com/maps/place/S.M.AUTOMATION+%28+PCB+machine+manufacturers%29/data=!4m7!3m6!1s0x3bc2951baaacbc55:0x5cfba19419fb3de5!8m2!3d18.4560978!4d73.7956121!16s%2Fg%2F11fy_2573s!19sChIJVbysqhuVwjsR5T37GZSh-1w?authuser=0&hl=en&rclk=1","S.M.AUTOMATION ( PCB machine manufacturers)","4.4","(13)","Automation company","·","Sr.no75/2,flat no 101, raajveer Estete,Raikar Mala, dhayari","Closed","· Opens 9 am Tue","http://www.smautomationworld.co.in/","","Website","","Directions","·","089751 30147","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Supppr qwality products""","",""
"https://www.google.com/maps/place/RP+Automations+%7C+Service+%7C+Supply+%7C+Installation+%7C+Commissioning+%7C+Advanced+Automation+Training/data=!4m7!3m6!1s0x3bc2c131f770d2c3:0xdd631fd8a7ac7c8c!8m2!3d18.4801034!4d73.8259718!16s%2Fg%2F11h_szxrpq!19sChIJw9Jw9zHBwjsRjHysp9gfY90?authuser=0&hl=en&rclk=1","RP Automations | Service | Supply | Installation | Commissioning | Advanced Automation Training","5.0","(12)","Automation company","·","12/33, 12/33, Sinhgad Rd","Closed","· Opens 9:30 am Tue","http://www.rpautomations.in/","","Website","","Directions","·","097643 54066","","On-site services","",""
"https://www.google.com/maps/place/iTech+Robotics+%26+Automation+Pvt.Ltd/data=!4m7!3m6!1s0x3bc2b64de83871f9:0x54c9caf88b07e02d!8m2!3d18.7175272!4d73.8156978!16s%2Fg%2F11g6xdcmj1!19sChIJ-XE46E22wjsRLeAHi_jKyVQ?authuser=0&hl=en&rclk=1","iTech Robotics & Automation Pvt.Ltd","4.6","(97)","Automation company","·","·","Closed","· Opens 9 am Tue","http://www.irobotics.co.in/","","Website","","Directions","Gat no-444/2,Success Property Venture,Plot No-49,Nighoje, Tal","077220 65205","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""From concept to execution, their team delivers with precision.""","",""
"https://www.google.com/maps/place/UL+SYSTEMS+AND+CONTROLS+INDIA+PVT+LTD/data=!4m7!3m6!1s0x3bc2e9f79e74c6ff:0x84bf261d880af720!8m2!3d18.4781714!4d73.9388271!16s%2Fg%2F11f5dvrgr1!19sChIJ_8Z0nvfpwjsRIPcKiB0mv4Q?authuser=0&hl=en&rclk=1","UL SYSTEMS AND CONTROLS INDIA PVT LTD","4.6","(24)","Automation company","·","Swami Vivekand Industrial Estate, Handewadi Rd","Closed","· Opens 9:30 am Tue","http://www.ulepl.com/","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service""","",""
"https://www.google.com/maps/place/SSIG+Manufacturing+Advancements+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2bff58610aa67:0xefaedc3ab432adfb!8m2!3d18.5542899!4d73.7984851!16s%2Fg%2F11fb2w1g_2!19sChIJZ6oQhvW_wjsR-60ytDrcru8?authuser=0&hl=en&rclk=1","SSIG Manufacturing Advancements Pvt. Ltd.","4.7","(234)","Training center","·","406, Deron Heights, opp. Hotel Mahabaleshwar","Closed","· Opens 9:30 am Tue","http://www.ssigma.in/","","Website","","Directions","·","095791 73497","","On-site services","","Online classes"
"https://www.google.com/maps/place/Falcon+Automation+Technology+-+PLC+Panel,+VFD+Panel,+MCC+Panel,+APFC+Panel,+PCC+Panel+Manufacturer+in+Pune,+India/data=!4m7!3m6!1s0x3bc295d9f0346539:0x7fd18ce66eba37b2!8m2!3d18.6718392!4d73.7859091!16s%2Fg%2F11rjz4ck28!19sChIJOWU08NmVwjsRsje6buaM0X8?authuser=0&hl=en&rclk=1","Falcon Automation Technology - PLC Panel, VFD Panel, MCC Panel, APFC Panel, PCC Panel Manufacturer in Pune, India","5.0","(18)","Automation company","·","Gat No. 166, Sahyog Nagar, Tower Line Rd","Closed","· Opens 9 am Tue","http://falconautomation.in/","","Website","","Directions","·","072762 11433","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It's right place for","","industrial automation"
"https://www.google.com/maps/place/Pioneer+Technology/data=!4m7!3m6!1s0x3bc2b87d37af337d:0x21ead22db498facf!8m2!3d18.6487735!4d73.8555452!16s%2Fg%2F11cly6bdk9!19sChIJfTOvN324wjsRz_qYtC3S6iE?authuser=0&hl=en&rclk=1","Pioneer Technology","4.5","(59)","Automation company","·","Pioneer Technology Survey no. 452/1/1, Saidatta reality, Near Jai Ganesh Samrajya chowk,Alankapuram road, Opp jaywant nagar , Maharashtra Rajya Vakhar mahamandal kendra, PCMC","Open 24 hours","","http://www.pioneerautomation.in/","","Website","","Directions","·","088888 30107","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent support team and genuine automation products.""","",""
"https://www.google.com/maps/place/R.K+Industrial+Automation+products/data=!4m7!3m6!1s0x3bc2b9bd70b5316f:0xf390222031f2a0a4!8m2!3d18.6261036!4d73.8265288!16s%2Fg%2F11c1x22ww9!19sChIJbzG1cL25wjsRpKDyMSAikPM?authuser=0&hl=en&rclk=1","R.K Industrial Automation products","4.5","(31)","Corporate office","·","R K INDUSTRIAL AUTOMATION PRODUCTS W-53, T Block Near AGIO Farma Behind Hockey Stadium Neharu Nagar Bhosari MIDC Pune-411026","Closed","· Opens 9:30 am Tue","http://www.rewpune.com/","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Complete automation products""","",""
"https://www.google.com/maps/place/SMART+AUTOMATION+%26+HYDROPNEUMATICS+%28P%29+LTD./data=!4m7!3m6!1s0x3bc2eb67893b5675:0xc7a77fe4a8a27c1d!8m2!3d18.4334415!4d73.8698491!16s%2Fg%2F11j0847ntq!19sChIJdVY7iWfrwjsRHXyiqOR_p8c?authuser=0&hl=en&rclk=1","SMART AUTOMATION & HYDROPNEUMATICS (P) LTD.","4.1","(11)","Automation company","·","S.NO. 14/1A +, mahesh Bandal Jadhavnagar, Smart Automation And Hydro Pneumatic, NEAR, Gujarwadi Rd","Closed","· Opens 10 am Tue","http://sahpl.co.in/","","Website","","Directions","·","094220 12179","","","",""
"https://www.google.com/maps/place/Swastika+Automation+Solutions/data=!4m7!3m6!1s0x3bc2b9abbc000001:0xa84d7b802eba70e1!8m2!3d18.6214234!4d73.7931209!16s%2Fg%2F11m903rpny!19sChIJAQAAvKu5wjsR4XC6LoB7Tag?authuser=0&hl=en&rclk=1","Swastika Automation Solutions","5.0","(17)","Automation company","·","A10 , Adi Paradise Vijaynagar, near SAI EMERALD","Closed","· Opens 9 am Tue","https://swastikaas.in/","","Website","","Directions","·","098504 89716","","On-site services","","Online appointments"
"https://www.google.com/maps/place/IPCS+Automation+Projects+,+VFD+Supplier+and+Dealer,+PLC+Dealer,+Supplier+and+Programmer/data=!4m7!3m6!1s0x3bc2b7513e0b8253:0xc32072055a4be279!8m2!3d18.6625241!4d73.7925077!16s%2Fg%2F11k41x3rpr!19sChIJU4ILPlG3wjsReeJLWgVyIMM?authuser=0&hl=en&rclk=1","IPCS Automation Projects , VFD Supplier and Dealer, PLC Dealer, Supplier and Programmer","4.8","(24)","Automation company","·","Office No.224, 2nd Floor, behind Kundan Hyundai Thermax Chowk","Open 24 hours","","https://ipcs.com.co/","","Website","","Directions","·","090488 46664","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best service providers for all","","industrial automation"
"https://www.google.com/maps/place/Inerrant+Robotomation+Pvt.+Ltd+%7C+Electrical+%7C+Portable+%7C+Press+%7C+Laser+%7C+Integrated+Marking+Machine+in+Pune/data=!4m7!3m6!1s0x3bc2958674ac1c01:0x106db45209bb0635!8m2!3d18.4550139!4d73.794121!16s%2Fg%2F11j1h3rb5w!19sChIJARysdIaVwjsRNQa7CVK0bRA?authuser=0&hl=en&rclk=1","Inerrant Robotomation Pvt. Ltd | Electrical | Portable | Press | Laser | Integrated Marking Machine in Pune","4.5","(17)","Manufacturer","·","16/10A/11, Sinhgad Rd","Open 24 hours","","https://inerrant.co.in/","","Website","","Directions","·","070309 77331","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A reliable company providing quality","","automation"
"https://www.google.com/maps/place/TAS+India+Pvt.+Ltd.-SEZ+Office/data=!4m7!3m6!1s0x3bc2c1f1b434ef23:0x18607bd1dd3b533!8m2!3d18.4916706!4d73.9525379!16s%2Fg%2F11ghsfcynf!19sChIJI-80tPHBwjsRM7XTHb0HhgE?authuser=0&hl=en&rclk=1","TAS India Pvt. Ltd.-SEZ Office","4.3","(26)","Automation company","·","·","Closed","· Opens 9:30 am Tue","http://www.tasind.com/","","Website","","Directions","Building 4a, Office No.3, Sp Infocity, Sez, Phursungi","083280 03778","","","",""
"https://www.google.com/maps/place/MS-PRG+Automation+Pvt.Ltd./data=!4m7!3m6!1s0x3bc2c99138c02653:0x97b5d2057c0fe98a!8m2!3d18.6688714!4d73.9558971!16s%2Fg%2F11h42phs76!19sChIJUybAOJHJwjsRiukPfAXStZc?authuser=0&hl=en&rclk=1","MS-PRG Automation Pvt.Ltd.","4.9","(34)","Manufacturer","·","·","Closed","· Opens 9 am Tue","http://sapphierautomation.com/","","Website","","Directions","Gat No.229, SH 58, Alandi Road","089566 48782","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best service provider for all industrial automation solution.""","",""
"https://www.google.com/maps/place/R.K+Industrial+Automation+products/data=!4m7!3m6!1s0x3bc2b9bd70b5316f:0xf390222031f2a0a4!8m2!3d18.6261036!4d73.8265288!16s%2Fg%2F11c1x22ww9!19sChIJbzG1cL25wjsRpKDyMSAikPM?authuser=0&hl=en&rclk=1","R.K Industrial Automation products","4.5","(31)","Corporate office","·","R K INDUSTRIAL AUTOMATION PRODUCTS W-53, T Block Near AGIO Farma Behind Hockey Stadium Neharu Nagar Bhosari MIDC Pune-411026","Closed","· Opens 9:30 am Tue","http://www.rewpune.com/","","Website","","Directions","","","","","",""
"https://www.google.com/maps/place/SMART+AUTOMATION+%26+HYDROPNEUMATICS+%28P%29+LTD./data=!4m7!3m6!1s0x3bc2eb67893b5675:0xc7a77fe4a8a27c1d!8m2!3d18.4334415!4d73.8698491!16s%2Fg%2F11j0847ntq!19sChIJdVY7iWfrwjsRHXyiqOR_p8c?authuser=0&hl=en&rclk=1","SMART AUTOMATION & HYDROPNEUMATICS (P) LTD.","4.1","(11)","Automation company","·","S.NO. 14/1A +, mahesh Bandal Jadhavnagar, Smart Automation And Hydro Pneumatic, NEAR, Gujarwadi Rd","Closed","· Opens 10 am Tue","http://sahpl.co.in/","","Website","","Directions","·","094220 12179","","On-site services","","Online appointments"
"https://www.google.com/maps/place/Inerrant+Robotomation+Pvt.+Ltd+%7C+Electrical+%7C+Portable+%7C+Press+%7C+Laser+%7C+Integrated+Marking+Machine+in+Pune/data=!4m7!3m6!1s0x3bc2958674ac1c01:0x106db45209bb0635!8m2!3d18.4550139!4d73.794121!16s%2Fg%2F11j1h3rb5w!19sChIJARysdIaVwjsRNQa7CVK0bRA?authuser=0&hl=en&rclk=1","Inerrant Robotomation Pvt. Ltd | Electrical | Portable | Press | Laser | Integrated Marking Machine in Pune","4.5","(17)","Manufacturer","·","16/10A/11, Sinhgad Rd","Open 24 hours","","https://inerrant.co.in/","","Website","","Directions","·","070309 77331","","","",""
"https://www.google.com/maps/place/TAS+India+Pvt.+Ltd.-SEZ+Office/data=!4m7!3m6!1s0x3bc2c1f1b434ef23:0x18607bd1dd3b533!8m2!3d18.4916706!4d73.9525379!16s%2Fg%2F11ghsfcynf!19sChIJI-80tPHBwjsRM7XTHb0HhgE?authuser=0&hl=en&rclk=1","TAS India Pvt. Ltd.-SEZ Office","4.3","(26)","Automation company","·","·","Closed","· Opens 9:30 am Tue","https://www.google.com/aclk?sa=L&ai=DChsSEwiw3Ofg0LGUAxXP_0wCHfRvF6AYACICCAEQARoCdG0&co=1&ase=2&gclid=Cj0KCQjw_IXQBhCkARIsADqELbLv7MaX9mlIWItWq50Pp1tC2t5wTbkMOPAuk5FhP5Fu0lbuoS9BYDkaAp2LEALw_wcB&cid=CAAS0wHkaPo0_gPXdysjV3gvHgnAw-Bsjx-wgN3M88TNvQmBqzi8UemXXqV2yk4RGhf2QgxXEGvLFkLq_OjoDqWvuFzH9R6IY2K9KVc1j8thxt4KGb1rXzYcaFi8OgRXRVQpQS8GAmA6dAH_FXf7jXdRwj7QjvOqKGGKOvzIkWm-5ItUU-f__A5fNyUFJGJZvG4p-znR3VWmy8nx8nrubS8Suqu7aJIB-FbeboJcWOVXNbrhlCKbbKEuEhvWmAanpBgJGmOp4I5aLv4dcUqYFGYycZz2FeJ5&cce=2&category=acrcp_v1_32&sig=AOD64_2u5T5cDRLEtEIQ3bt469K1m1HKCA&adurl&q&ctype=99&nis=6","","Website","","Directions","Building 4a, Office No.3, Sp Infocity, Sez, Phursungi","083280 03778","","","",""
"https://www.google.com/maps/place/Viak+Automation+Systems+Pvt+Ltd/data=!4m7!3m6!1s0x3bc2b70e6bb4b969:0x80231a39c60bec81!8m2!3d18.6791276!4d73.7899531!16s%2Fg%2F11pz13gf91!19sChIJabm0aw63wjsRgewLxjkaI4A?authuser=0&hl=en&rclk=1","Viak Automation Systems Pvt Ltd","5.0","(18)","Automation company","·","·","Closed","· Opens 9 am Tue","https://viakindia.com/","","Website","","Directions","GAT NO. 130, NIGDI, Talawade Rd","074061 41414","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent quality work & service….!!!""","",""
"https://www.google.com/maps/place/NEPTUNE+SYSTEMS+-+Factory+Automation,+Automatic+Cutting+Machine+Manufacturer,+Robots+Manufacturer+in+Pune/data=!4m7!3m6!1s0x3bc2c0cd87a62dfb:0xd093ab22d18db744!8m2!3d18.5742528!4d73.8769374!16s%2Fg%2F11clvzbmzv!19sChIJ-y2mh83AwjsRRLeN0SKrk9A?authuser=0&hl=en&rclk=1","NEPTUNE SYSTEMS - Factory Automation, Automatic Cutting Machine Manufacturer, Robots Manufacturer in Pune","4.4","(5)","Manufacturer","·","No. 207, Pune - Alandi Rd, near Fish Market","Closed","· Opens 9:30 am Tue","http://www.neptunesystems.in/","","Website","","Directions","·","091754 57466","","","",""
"https://www.google.com/maps/place/AUTO+BOTS+PRIVATE+LIMITED+-+Industrial+Automation+and+Robotics+Company+in+Pune/data=!4m7!3m6!1s0x46aaef44e345708d:0x34d77e769d88aa63!8m2!3d18.6233681!4d73.8248256!16s%2Fg%2F11lmk5_qq1!19sChIJjXBF40TvqkYRY6qInXZ-1zQ?authuser=0&hl=en&rclk=1","AUTO BOTS PRIVATE LIMITED - Industrial Automation and Robotics Company in Pune","4.7","(3)","Automation company","·","First floor, Pavana Industrial Estate, Unit No, B-52","Closed","· Opens 9:30 am Tue","https://autobotsltd.com/","","Website","","Directions","·","096732 07838","","On-site services","","Online appointments"
"https://www.google.com/maps/place/Excellence+Automation+and+Robotics/data=!4m7!3m6!1s0x3bc2eab735fbb2c3:0xeb563234e2c37cd5!8m2!3d18.641892!4d73.8235809!16s%2Fg%2F11b7ftjpk4!19sChIJw7L7NbfqwjsR1XzD4jQyVus?authuser=0&hl=en&rclk=1","Excellence Automation and Robotics","4.8","(17)","Automation company","·","·","Closed","· Opens 9 am Tue","https://parcrobotics.in/","","Website","","Directions","Plot No. Fll /57/1/9 , F-ll Block, near Container Freight Station","098601 47671","","","",""
"https://www.google.com/maps/place/Endeavour+Automation-Danfoss%2FSchneider%2FABB%2FSiemens%2F-Schneider%2FSiemens%2FYaskawa+VFD%2FAC%2FDC%2FServo+Drive+Repair%2FRepairing+in+Pune/data=!4m7!3m6!1s0x3bc2b9d34e88bf9b:0x65a1bd4992064a16!8m2!3d18.6244722!4d73.759113!16s%2Fg%2F11fpkl2px1!19sChIJm7-ITtO5wjsRFkoGkkm9oWU?authuser=0&hl=en&rclk=1","Endeavour Automation-Danfoss/Schneider/ABB/Siemens/-Schneider/Siemens/Yaskawa VFD/AC/DC/Servo Drive Repair/Repairing in Pune","4.5","(68)","Automation company","·","·","Closed","· Opens 10 am Tue","http://endeavours.in/","","Website","","Directions","Survey No. - 9/2/A1, near Genesis Seating Systems, Sapkal Wasti","098605 02108","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The work quality was excellent, delivered on time, and priced competitively.""","",""
"https://www.google.com/maps/place/Softcon+Systems+Private+Limited/data=!4m7!3m6!1s0x3bc2b989e3703be7:0xc462cb22a90722ae!8m2!3d18.6206818!4d73.7466434!16s%2Fg%2F11gzdh_5c!19sChIJ5ztw44m5wjsRriIHqSLLYsQ?authuser=0&hl=en&rclk=1","Softcon Systems Private Limited","4.3","(67)","Automation company","·","S. No. 80/02, Off Mumbai- Bangalore Highway, Tathawade, next to JSPM Campus","Closed","· Opens 9 am Tue","https://softcon.net.in/","","Website","","Directions","·","088888 25314","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best company in the field of","","industrial Automation"
"https://www.google.com/maps/place/SN+Automation-Siemens%2FFanuc%2FMitsubishi%2FYaskawa+Servo+Drive+Motor+Repair,Encoder%2FCable%2FSMI+Connector,Spindle+motor%2Fsensor+PUNE/data=!4m7!3m6!1s0x3bc2b78a5851d447:0x81a5b9a258c49059!8m2!3d18.6391067!4d73.8272879!16s%2Fg%2F11gb3tvpmt!19sChIJR9RRWIq3wjsRWZDEWKK5pYE?authuser=0&hl=en&rclk=1","SN Automation-Siemens/Fanuc/Mitsubishi/Yaskawa Servo Drive Motor Repair,Encoder/Cable/SMI Connector,Spindle motor/sensor PUNE","4.7","(92)","Repair service","·","·","Closed","· Opens 9 am Tue","http://www.snautomation.co.in/","","Website","","Directions","Anukul Chowk, Plot No 540/5, Shree Tower, MIDC Rd","096891 15161","","On-site services","",""
"https://www.google.com/maps/place/CLEANOSK+Automation/data=!4m7!3m6!1s0x3bc2eb28eee8aedf:0x48d1609a9c029d5f!8m2!3d18.4662878!4d73.789337!16s%2Fg%2F11s4y36v3s!19sChIJ367o7ijrwjsRX50CnJpg0Ug?authuser=0&hl=en&rclk=1","CLEANOSK Automation","5.0","(61)","Manufacturer","·","Sr. No. – 83/2, Anant Industrial Estate, 1st Kaman, Dangat Industrial Estate, opp. Sneha Vihar B-1 Shivane","Closed","· Opens 9 am Tue","https://www.cleanosk.co.in/enquiry.php","","Website","","Directions","·","093595 75294","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good Quality

Good Service

Good Delivery time""","",""
"https://www.google.com/maps/place/PLC,+SCADA,HMI,EPLAN+Industrial+Automation+Training+Institute+Pune-Empirical+Pvt+Ltd/data=!4m7!3m6!1s0x3bc29511937b62f7:0xad899b4c8a57ed72!8m2!3d18.4600111!4d73.8228041!16s%2Fg%2F11mtd71l0s!19sChIJ92J7kxGVwjsRcu1Xikybia0?authuser=0&hl=en&rclk=1","PLC, SCADA,HMI,EPLAN Industrial Automation Training Institute Pune-Empirical Pvt Ltd","4.5","(57)","Training center","·","Office 405, Fourth Floor, Navale Icon near Navale bridge, Mumbai, Bangore expressway","Closed","· Opens 10 am Tue","http://www.empiricaltechnologies.in/","","Website","","Directions","·","098228 14773","","On-site services","","Online classes"
"https://www.google.com/maps/place/The+World+of+Automation-HVAC,+Industrial+Automation+PLC,SCADA,SERVO,+AutoCAD,Eplan+Training+Institute+in+Pune/data=!4m7!3m6!1s0x3bc2c1be59badf4b:0xc4c5c2512f6b98dd!8m2!3d18.5173127!4d73.8415572!16s%2Fg%2F11qh65yv9b!19sChIJS9-6Wb7BwjsR3ZhrL1HCxcQ?authuser=0&hl=en&rclk=1","The World of Automation-HVAC, Industrial Automation PLC,SCADA,SERVO, AutoCAD,Eplan Training Institute in Pune","4.9","(578)","Training center","·","Office No-13/14,3Rd Floor, Fergusson College Rd, opp. Cafe Goodluck, above Tiranga Hotel","Closed","· Opens 10 am Tue","https://www.theworldofautomation.com/","","Website","","Directions","·","098222 94913","","On-site services","","Online classes"
"https://www.google.com/maps/place/SUSAN+AUTOMATIONS+INDIA+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3bc2bfe41c382c71:0x88391b25c056e128!8m2!3d18.5193054!4d73.7783982!16s%2Fg%2F11qntrc2d4!19sChIJcSw4HOS_wjsRKOFWwCUbOYg?authuser=0&hl=en&rclk=1","SUSAN AUTOMATIONS INDIA PRIVATE LIMITED","5.0","(1)","Industrial equipment supplier","·","30, Dr. Homi Bhabha Rd","Closed","· Opens 9:30 am Tue","","","Directions","","","·","070660 37953","","","",""
"https://www.google.com/maps/place/Enso+Automation+Pvt.Ltd/data=!4m7!3m6!1s0x3bc2b9ba30466e01:0x9372f4055dc307f9!8m2!3d18.5953428!4d73.7600288!16s%2Fg%2F11ng0m8qf5!19sChIJAW5GMLq5wjsR-QfDXQX0cpM?authuser=0&hl=en&rclk=1","Enso Automation Pvt.Ltd","4.5","(2)","Automation company","·","WING-B, Enso, House 15","Closed","· Opens 9 am Tue","http://www.ensoautomationindia.com/","","Website","","Directions","","","","Online appointments","","On-site services not available"
"https://www.google.com/maps/place/Rajdeep+Automation/data=!4m7!3m6!1s0x3bc29572a806617b:0x652a8a79078c3ff0!8m2!3d18.4576094!4d73.8066848!16s%2Fg%2F1tfpy92d!19sChIJe2EGqHKVwjsR8D-MB3mKKmU?authuser=0&hl=en&rclk=1","Rajdeep Automation","4.0","(25)","Automation company","·","143, Sinhagad Road Dhayri, Sinhagad Road Vadgaon Dhayari","Closed","· Opens 9:15 am Tue","http://www.rajdeep.in/","","Website","","Directions","·","020 2439 3755","","","",""
"https://www.google.com/maps/place/Master+Automation+And+Robotics+Private+Limited/data=!4m7!3m6!1s0x3bc2c78c00000001:0x4c7343b7f6f6a53b!8m2!3d18.6411121!4d73.8301975!16s%2Fg%2F1tf46lr3!19sChIJAQAAAIzHwjsRO6X29rdDc0w?authuser=0&hl=en&rclk=1","Master Automation And Robotics Private Limited","4.6","(7)","Material handling equipment supplier","·","J-523, M I D C, Bhosari, Opposite Dairy Tops, Bhosari","Closed","· Opens 8 am Tue","","","Directions","","","·","020 2543 8525","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice company....""","",""
"https://www.google.com/maps/place/La+Quanta+Technology+Pvt.Ltd./data=!4m7!3m6!1s0x3bc2c18e9a455555:0xa92471f493cf883a!8m2!3d18.5480063!4d73.9362308!16s%2Fg%2F11gcw6dg1c!19sChIJVVVFmo7BwjsROojPk_RxJKk?authuser=0&hl=en&rclk=1","La Quanta Technology Pvt.Ltd.","5.0","(21)","Manufacturer","·","·","Closed","· Opens 10 am Tue","http://laquantatechnology.com/","","Website","","Directions","SBI bank, Second Floor, Above Z-plus furniture, Tukaram nagar, Besides, Kharadi - Hadapsar Bypass Rd","098208 06133","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good company ✅✅✅✅""","",""
"https://www.google.com/maps/place/Kuksons+Electronics+Private+Limited,+Bhosari/data=!4m7!3m6!1s0x3bc2c065a7c56561:0x7a93cc4d06cb12aa!8m2!3d18.6407778!4d73.8338481!16s%2Fg%2F1tkbwp31!19sChIJYWXFp2XAwjsRqhLLBk3Mk3o?authuser=0&hl=en&rclk=1","Kuksons Electronics Private Limited, Bhosari","3.6","(116)","Automation company","·","Unit 14, Electronic Sadan III","Closed","· Opens 9 am Tue","https://kuksons.com/m/contact.html","","Website","","Directions","·","020 3054 6106","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good company for work.""","",""
"https://www.google.com/maps/place/SL+Tech+Automation/data=!4m7!3m6!1s0x3bc2b769937d3f1d:0x954a8e1e83cc1cdd!8m2!3d18.6757383!4d73.7887493!16s%2Fg%2F11n0kbpw7v!19sChIJHT99k2m3wjsR3RzMgx6OSpU?authuser=0&hl=en&rclk=1","SL Tech Automation","4.6","(14)","Automation company","·","Haveli, Gat No.162B, Tower Line, Tal, near Avishkar Motors","Closed","· Opens 8 am Tue","http://www.sltechindia.com/","","Website","","Directions","·","099229 29776","","","",""
